,Country,Year,Emissions
16084,United States,1912,1340000.0
16085,United States,1913,1440000.0
16086,United States,1914,1320000.0
16087,United States,1915,1370000.0
16088,United States,1916,1520000.0
16089,United States,1917,1670000.0
16090,United States,1918,1750000.0
16091,United States,1919,1480000.0
16092,United States,1920,1740000.0
16093,United States,1921,1420000.0
16094,United States,1922,1430000.0
16095,United States,1923,1900000.0
16096,United States,1924,1700000.0
16097,United States,1925,1740000.0
16098,United States,1926,1890000.0
16099,United States,1927,1850000.0
16100,United States,1928,1830000.0
16101,United States,1929,1960000.0
16102,United States,1930,1740000.0
16103,United States,1931,1480000.0
16104,United States,1932,1260000.0
16105,United States,1933,1350000.0
16106,United States,1934,1440000.0
16107,United States,1935,1490000.0
16108,United States,1936,1710000.0
16109,United States,1937,1790000.0
16110,United States,1938,1510000.0
16111,United States,1939,1670000.0
16112,United States,1940,1870000.0
16113,United States,1941,2040000.0
16114,United States,1942,2200000.0
16115,United States,1943,2270000.0
16116,United States,1944,2440000.0
16117,United States,1945,2360000.0
16118,United States,1946,2250000.0
16119,United States,1947,2480000.0
16120,United States,1948,2580000.0
16121,United States,1949,2160000.0
16122,United States,1950,2540000.0
16123,United States,1951,2610000.0
16124,United States,1952,2550000.0
16125,United States,1953,2610000.0
16126,United States,1954,2490000.0
16127,United States,1955,2720000.0
16128,United States,1956,2860000.0
16129,United States,1957,2830000.0
16130,United States,1958,2740000.0
16131,United States,1959,2830000.0
16132,United States,1960,2890000.0
16133,United States,1961,2880000.0
16134,United States,1962,2990000.0
16135,United States,1963,3120000.0
16136,United States,1964,3260000.0
16137,United States,1965,3390000.0
16138,United States,1966,3560000.0
16139,United States,1967,3700000.0
16140,United States,1968,3830000.0
16141,United States,1969,4020000.0
16142,United States,1970,4330000.0
16143,United States,1971,4360000.0
16144,United States,1972,4560000.0
16145,United States,1973,4770000.0
16146,United States,1974,4600000.0
16147,United States,1975,4410000.0
16148,United States,1976,4610000.0
16149,United States,1977,4740000.0
16150,United States,1978,4890000.0
16151,United States,1979,4900000.0
16152,United States,1980,4720000.0
16153,United States,1981,4540000.0
16154,United States,1982,4310000.0
16155,United States,1983,4340000.0
16156,United States,1984,4480000.0
16157,United States,1985,4490000.0
16158,United States,1986,4500000.0
16159,United States,1987,4690000.0
16160,United States,1988,4890000.0
16161,United States,1989,4960000.0
16162,United States,1990,4820000.0
16163,United States,1991,4820000.0
16164,United States,1992,4910000.0
16165,United States,1993,5030000.0
16166,United States,1994,5090000.0
16167,United States,1995,5130000.0
16168,United States,1996,5250000.0
16169,United States,1997,5370000.0
16170,United States,1998,5400000.0
16171,United States,1999,5500000.0
16172,United States,2000,5690000.0
16173,United States,2001,5600000.0
16174,United States,2002,5640000.0
16175,United States,2003,5680000.0
16176,United States,2004,5760000.0
16177,United States,2005,5790000.0
16178,United States,2006,5700000.0
16179,United States,2007,5790000.0
16180,United States,2008,5610000.0
16181,United States,2009,5260000.0
16182,United States,2010,5400000.0
16183,United States,2011,5290000.0
16184,United States,2012,5120000.0
16185,United States,2013,5160000.0
16186,United States,2014,5250000.0
